gene_id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
ENSG00000197106	22	15	11	19	124	69	4832	39	177	265	184	1885
ENSG00000197110	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000197111	918	1669	1873	1204	9176	10454	1906	1870	8717	3179	3939	13755
ENSG00000197114	63	103	108	67	735	620	166	192	500	278	311	1783
ENSG00000197119	200	405	246	182	2689	2468	1876	3389	8910	8233	7524	39075
ENSG00000197121	170	233	314	185	1465	1512	452	846	2946	755	775	4177
ENSG00000197122	1210	1732	1480	1149	8975	5490	3745	1921	6829	2164	2177	8189
ENSG00000197123	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000197124	9	31	34	18	176	242	96	86	400	152	182	748
ENSG00000197128	36	57	65	36	405	387	198	202	674	268	308	1864
ENSG00000197134	6	10	4	8	21	12	0	1	1	0	5	8
ENSG00000197136	682	1408	1259	983	6424	5982	1498	1973	6800	2135	1968	11511
ENSG00000197140	14	55	44	30	232	221	21	9	127	20	29	110
ENSG00000197142	12	30	84	46	120	165	2	9	860	12	14	71
ENSG00000197147	16	17	17	5	79	124	266	340	2052	303	350	1398
ENSG00000197149	0	0	0	2	3	1	1	2	11	1	5	33
ENSG00000197150	331	575	383	308	3028	2758	718	908	2704	1263	1052	6989
ENSG00000197153	0	0	0	0	1	4	0	0	4	0	0	3
ENSG00000197157	3057	4797	5092	3650	22583	14854	4357	4111	12591	3335	4076	12551
ENSG00000197162	76	182	118	85	759	853	298	212	949	427	424	2405
ENSG00000197165	1	0	0	0	2	0	2	38	467	59	48	214
ENSG00000197168	1	2	5	1	36	39	58	64	251	107	105	1009
ENSG00000197170	446	649	758	472	4032	3691	1033	582	4202	686	875	3030
ENSG00000197177	0	0	0	0	0	0	2	0	61	0	0	0
ENSG00000197180	21	19	22	22	183	232	48	67	357	52	66	220
ENSG00000197181	1	1	0	5	23	65	13	4	52	24	21	50
ENSG00000197182	158	171	120	83	1894	1270	198	97	276	221	275	837
ENSG00000197183	113	220	199	124	1172	714	848	1164	3450	1870	1955	10574
ENSG00000197191	8	9	6	9	57	134	35	82	213	153	168	913
ENSG00000197208	73	115	274	182	788	548	108	16	200	25	17	145
ENSG00000197213	0	0	0	0	0	0	0	1	4	0	3	3
ENSG00000197214	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000197217	701	1160	1439	953	7797	7322	2497	1390	4848	2631	2724	13696
ENSG00000197223	89	115	173	115	944	1084	178	132	895	128	161	568
ENSG00000197226	1759	3479	3425	2394	14377	13414	3102	3690	16153	3733	3761	17730
ENSG00000197233	0	0	6	1	4	20	0	0	0	0	0	0
ENSG00000197238	0	1	2	0	0	3	2	0	0	0	1	4
ENSG00000197245	0	0	0	0	2	0	0	1	12	0	0	6
ENSG00000197249	1	1	3	3	17	0	54	1772	5903	603	815	1563
ENSG00000197251	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000197253	0	0	0	0	0	0	0	2	3	0	0	0
ENSG00000197256	2217	4533	4701	3292	18680	15409	3093	2773	7464	2533	2769	10142
ENSG00000197258	1	3	4	3	24	20	1	4	19	3	4	29
ENSG00000197261	2	0	0	0	1	1	18	22	62	74	73	270
ENSG00000197265	283	429	422	275	2258	2034	425	289	1424	384	416	986
ENSG00000197272	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000197273	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000197275	6	8	14	6	64	49	12	44	137	67	76	400
ENSG00000197279	5	6	6	4	20	59	25	13	75	19	24	74
ENSG00000197283	354	677	575	428	4781	4187	961	1754	4552	4138	3512	24946
ENSG00000197291	1	1	3	2	6	5	34	28	169	33	40	461
ENSG00000197296	173	250	281	252	1449	1322	171	332	1390	268	329	1186
ENSG00000197299	8	15	31	23	57	59	21	12	43	77	65	358
ENSG00000197301	5	15	33	14	96	189	42	7	7	17	39	155
ENSG00000197302	86	150	157	106	1054	1216	296	302	1471	376	417	1976
ENSG00000197308	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000197312	164	420	446	292	1832	1893	624	1217	4863	1869	1792	9346
ENSG00000197320	0	0	0	0	0	0	6	24	188	2	5	138
ENSG00000197321	170	446	496	379	1714	2223	1400	323	3311	183	184	1076
ENSG00000197322	0	0	0	0	0	0	0	0	40	1	0	4
ENSG00000197323	263	468	444	339	2353	2287	943	966	4403	1323	1277	8154
ENSG00000197324	4844	8067	6930	5305	37374	35762	6977	6443	22882	4129	4668	19275
ENSG00000197329	53	85	52	41	414	539	141	325	1685	426	417	1385
ENSG00000197332	3	1	0	1	3	23	4	7	16	9	7	38
ENSG00000197334	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000197343	448	796	882	530	4381	4435	1097	1125	4188	2368	2263	9454
ENSG00000197345	157	202	202	140	1491	1409	344	235	1721	281	341	909
ENSG00000197353	0	0	0	0	0	1	0	0	346	1	3	2
ENSG00000197355	196	505	595	474	1923	6686	861	1759	5228	2542	2589	13240
ENSG00000197358	1	2	5	1	35	27	1	0	28	1	0	3
ENSG00000197361	27	15	16	3	299	337	3	8	92	9	7	23
ENSG00000197362	44	67	79	59	462	632	259	211	837	307	311	1418
ENSG00000197363	73	194	120	90	810	932	223	354	1505	454	462	2158
ENSG00000197372	26	50	40	28	233	317	114	158	550	206	208	1233
ENSG00000197375	14	50	65	48	376	570	773	1108	3849	1187	1139	5521
ENSG00000197376	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000197380	411	619	355	282	3059	1772	256	125	1572	37	51	151
ENSG00000197381	1086	3125	2573	1794	10851	16716	946	270	5654	894	894	3474
ENSG00000197385	1	10	7	0	15	13	26	16	136	21	17	109
ENSG00000197386	495	970	878	633	4200	4359	1520	1232	6684	2048	1972	8948
ENSG00000197405	14	24	7	5	207	113	46	64	333	171	215	384
ENSG00000197406	0	0	0	0	0	0	10	7	1281	1	2	22
ENSG00000197410	11	22	24	13	104	410	22	15	104	5	10	45
ENSG00000197415	119	181	293	197	1059	749	518	2225	7234	1242	1562	4216
ENSG00000197416	0	0	0	0	0	0	0	0	12	0	0	0
ENSG00000197417	6	35	20	9	98	135	23	46	253	61	58	197
ENSG00000197429	104	163	192	121	1014	856	223	236	1000	282	221	1253
ENSG00000197437	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000197442	52	121	90	77	560	531	46	332	1011	267	277	1093
ENSG00000197444	0	0	1	1	5	5	139	2757	13325	2472	2597	7408
ENSG00000197445	2	1	1	0	21	0	0	0	0	0	0	0
ENSG00000197446	0	0	1	0	0	0	0	0	2	0	0	11
ENSG00000197448	755	1360	1300	872	7155	5938	1855	2625	7986	2935	3302	12587
ENSG00000197451	1117	1786	2597	1754	10949	9539	3254	1383	8549	2107	2364	9234
ENSG00000197454	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000197457	93	233	241	198	844	560	672	306	2940	125	119	903
ENSG00000197461	44	121	154	118	474	833	592	747	2873	936	1223	2935
ENSG00000197465	15	22	24	19	161	179	1	0	0	1	0	3
ENSG00000197467	54	116	119	105	777	292	7	2	74	6	12	99
ENSG00000197471	0	0	0	0	0	0	0	0	11	1	3	18
ENSG00000197472	2	2	5	4	19	18	5	3	19	13	11	50
ENSG00000197475	0	0	0	0	0	0	0	0	7	0	0	0
ENSG00000197479	2	9	8	4	67	117	40	53	78	34	31	411
ENSG00000197483	104	187	160	136	683	640	234	298	753	193	223	1019
ENSG00000197496	862	1535	1248	859	8374	8212	504	1257	5027	900	1028	3633
ENSG00000197497	29	31	39	27	194	231	103	87	323	148	169	794
ENSG00000197498	192	318	372	222	1682	1842	352	237	1659	321	457	1133
ENSG00000197506	2	1	3	4	4	12	14	4	45	6	3	20
ENSG00000197520	0	0	0	0	0	2	0	0	0	1	0	0
ENSG00000197530	745	1267	961	687	6083	6708	2083	2447	7909	3788	4077	17355
ENSG00000197535	427	644	961	630	3934	3657	2196	2111	6190	1640	1803	8542
ENSG00000197536	38	73	73	54	314	455	93	105	1246	146	169	731
ENSG00000197540	0	0	3	0	4	1	1	4	68	5	7	15
ENSG00000197548	217	362	445	273	1675	1557	433	368	1224	345	363	1608
ENSG00000197550	0	0	0	0	0	0	0	0	0	7	4	33
ENSG00000197555	1001	1661	1744	1197	8860	6276	1376	568	4465	1084	1162	4870
ENSG00000197557	56	72	99	92	391	528	175	165	777	181	217	727
ENSG00000197558	12	18	14	6	196	238	120	515	2100	954	806	6442
ENSG00000197561	2	31	22	19	61	114	0	0	4	1	3	1
ENSG00000197562	170	330	325	238	1666	1571	354	309	1555	441	541	1599
ENSG00000197563	247	377	442	300	2158	1934	500	763	2198	599	709	2597
ENSG00000197565	0	1	1	0	13	3	172	150	589	129	109	1353
ENSG00000197566	28	53	62	36	258	399	70	81	306	101	94	487
ENSG00000197568	43	63	84	60	592	489	124	131	879	123	186	456
ENSG00000197575	2	0	1	1	9	9	0	1	4	0	0	2
ENSG00000197576	3	2	6	6	45	44	0	1	0	0	0	0
ENSG00000197579	219	334	408	264	1645	1683	656	590	2535	556	600	2307
ENSG00000197580	3	11	3	5	71	89	111	120	289	260	273	1428
ENSG00000197582	31	53	46	32	481	506	87	69	765	43	54	247
ENSG00000197584	2	2	0	0	8	1	2	2	9	3	0	0
ENSG00000197585	0	0	0	0	0	0	1	0	1	0	0	6
ENSG00000197586	493	608	756	558	4413	3758	336	675	2831	1287	1388	5871
ENSG00000197587	0	1	0	0	0	0	9	147	292	346	293	912
ENSG00000197588	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000197594	293	203	458	280	2610	2283	15	54	228	27	39	188
ENSG00000197599	4	18	4	8	106	158	95	146	426	173	194	744
ENSG00000197601	603	817	1188	753	5877	6311	896	764	3214	1476	1521	6478
ENSG00000197603	222	406	391	297	2408	2601	1041	1002	2587	1919	1907	13226
ENSG00000197608	112	227	162	101	1184	1259	279	246	822	577	461	2558
ENSG00000197614	7166	11561	11555	7401	61454	41719	2564	15	200	13	7	187
ENSG00000197616	1	0	0	0	0	0	0	1	5	5	1	0
ENSG00000197617	0	0	0	0	0	0	0	0	1	0	0	3
ENSG00000197619	55	109	108	69	485	578	261	273	903	373	375	1450
ENSG00000197620	56	241	98	57	632	556	127	109	687	114	143	659
ENSG00000197622	805	1039	955	637	8459	5658	1883	951	3638	1976	1929	9800
ENSG00000197629	0	0	0	0	0	1	0	0	8	0	3	1
ENSG00000197632	17	34	305	206	127	144	0	1	8	1	1	0
ENSG00000197635	1216	3996	4517	2978	9849	8040	35	5	96	87	120	556
ENSG00000197641	0	0	0	0	0	0	0	0	3	0	3	1
ENSG00000197646	89	143	339	227	743	924	3	2	138	3	1	9
ENSG00000197647	27	24	34	20	161	215	99	123	287	165	170	594
ENSG00000197653	20	25	14	13	164	82	21	18	303	29	20	158
ENSG00000197670	4	9	14	3	52	80	7	7	39	15	19	272
ENSG00000197674	0	0	0	0	0	0	0	6	14	15	8	123
ENSG00000197692	0	1	0	0	0	0	6	76	60	227	182	1781
ENSG00000197694	4465	8921	9388	6904	37002	31357	17549	9099	30789	13243	12398	72903
ENSG00000197696	14	33	38	29	148	257	87	30	814	44	59	164
ENSG00000197702	3627	6102	5918	4210	29287	21010	2568	1718	4596	1525	1744	5989
ENSG00000197705	0	0	0	0	2	1	21	65	535	11	13	328
ENSG00000197712	1856	2555	2583	1753	17358	8727	1416	424	3108	516	504	1909
ENSG00000197713	335	407	485	330	2877	2805	592	393	2124	496	501	2164
ENSG00000197714	12	18	18	11	109	94	20	24	186	22	12	148
ENSG00000197721	0	0	0	0	0	0	0	0	5	0	0	1
ENSG00000197724	441	826	861	624	4618	6289	1073	1318	5292	1411	1456	6934
ENSG00000197728	26	48	48	24	350	347	101	62	265	129	192	572
ENSG00000197734	1	0	0	0	0	0	1	0	1	0	0	5
ENSG00000197744	1	1	2	1	19	27	2	0	26	3	3	19
ENSG00000197745	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000197746	10238	24345	26206	18017	96750	191601	50807	81582	262654	48393	55698	238322
ENSG00000197747	3607	5157	7438	4816	31907	12290	4270	212	2526	525	660	1638
ENSG00000197748	3	6	0	1	40	22	16	73	643	82	97	468
ENSG00000197753	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000197756	5520	10108	11774	7872	51350	59895	6656	7320	35573	7331	9508	26252
ENSG00000197757	581	884	479	311	5880	3168	0	1	11	0	1	0
ENSG00000197763	125	216	226	164	1092	615	160	140	541	190	170	851
ENSG00000197766	136	1029	1141	900	1357	6924	84	176	441	112	131	643
ENSG00000197768	4	10	6	1	55	29	6	29	52	64	35	295
ENSG00000197769	6	17	78	35	117	1833	0	0	22	0	1	6
ENSG00000197771	549	937	1218	795	4385	4598	741	604	3381	771	860	2849
ENSG00000197774	155	232	215	157	1874	1573	611	744	1778	1367	1420	8061
ENSG00000197776	41	49	50	41	401	387	46	131	356	147	141	642
ENSG00000197779	34	71	75	62	395	452	140	114	489	162	166	1036
ENSG00000197780	391	494	805	523	3953	4230	522	266	1995	277	310	983
ENSG00000197782	57	90	90	52	600	750	201	304	1060	381	367	1806
ENSG00000197785	253	392	494	323	2364	1860	468	313	1714	560	625	2451
ENSG00000197798	156	260	338	190	1476	1685	375	258	1761	314	389	1303
ENSG00000197808	36	76	68	35	350	404	132	104	459	164	198	799
ENSG00000197813	3	3	0	2	18	10	10	4	42	21	16	116
ENSG00000197815	2	21	13	8	128	98	53	35	194	92	66	959
ENSG00000197816	11	16	9	0	78	84	48	93	167	273	261	1605
ENSG00000197818	178	332	366	240	1873	2097	372	828	2606	985	1027	4483
ENSG00000197822	1	2	1	4	14	35	76	115	874	186	194	829
ENSG00000197826	3	6	2	0	40	23	23	0	15	10	5	26
ENSG00000197837	6	8	8	4	90	88	11	14	117	23	16	363
ENSG00000197841	58	87	90	56	527	807	237	259	1271	372	359	1286
ENSG00000197847	1	4	3	1	23	9	7	2	43	12	5	23
ENSG00000197852	63	109	203	138	528	531	338	55	410	97	100	422
ENSG00000197857	62	110	100	51	626	548	204	270	725	307	369	1240
ENSG00000197858	975	1806	1920	1490	7672	9703	3511	3553	8304	2690	3132	12444
ENSG00000197859	3	5	0	1	4	0	21	292	2563	163	163	590
ENSG00000197860	407	433	471	303	3112	1854	273	170	1592	171	171	615
ENSG00000197863	44	37	53	39	289	378	150	106	639	146	144	702
ENSG00000197870	0	0	0	3	3	1	1	0	10	2	3	0
ENSG00000197872	13	14	7	2	79	17	83	20	595	34	24	113
ENSG00000197879	5766	8676	10219	7560	39883	27371	6587	2435	7202	5554	5095	25766
ENSG00000197880	0	0	0	0	1	0	0	0	1	1	0	0
ENSG00000197882	0	0	0	1	0	0	0	0	3	2	1	13
ENSG00000197885	150	198	320	211	1199	2185	233	176	1479	151	191	634
ENSG00000197888	0	0	0	0	0	0	0	0	0	0	0	6
ENSG00000197889	0	2	0	0	5	11	3	2	25	3	8	24
ENSG00000197891	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000197892	41	85	49	39	282	721	327	1116	5756	1306	1287	4205
ENSG00000197893	0	0	0	0	0	0	0	0	189	4	5	11
ENSG00000197894	1736	3152	3390	2220	18244	19902	1511	1757	8349	1487	1795	7731
ENSG00000197901	0	0	0	0	0	0	1	332	3744	173	153	204
ENSG00000197903	62	108	86	49	705	819	38	24	533	26	21	81
ENSG00000197905	116	235	238	191	1036	996	239	152	283	394	501	1628
ENSG00000197912	472	965	980	624	5513	6932	1920	1784	6473	2734	3115	12840
ENSG00000197915	2	7	4	1	31	25	33	0	3	0	0	11
ENSG00000197919	0	1	0	0	8	5	0	0	0	0	0	0
ENSG00000197921	1	11	2	5	11	0	0	0	113	0	0	3
ENSG00000197927	13	26	33	12	185	338	75	21	160	41	41	242
ENSG00000197928	99	157	165	128	967	1269	372	343	1349	443	409	2393
ENSG00000197930	499	672	907	560	5027	4633	470	683	4015	564	685	2637
ENSG00000197933	16	25	28	17	151	210	87	50	160	87	82	289
ENSG00000197934	5	0	0	2	35	4	0	11	146	0	5	18
ENSG00000197935	7	32	17	16	162	92	44	84	129	164	216	878
ENSG00000197937	93	106	131	102	686	809	317	257	985	374	372	2040
ENSG00000197943	3	1	1	3	20	38	91	80	359	107	91	445
ENSG00000197948	360	535	499	355	3690	2238	843	419	1391	942	828	6662
ENSG00000197951	91	135	137	100	741	852	205	218	967	200	199	816
ENSG00000197953	0	0	2	2	1	0	0	0	0	0	1	3
ENSG00000197956	8206	10082	13743	8781	72059	35200	7240	1133	9684	2046	2893	3900
ENSG00000197958	2110	3950	4932	3120	20607	19481	2988	2151	12657	2773	3561	12373
ENSG00000197959	29	30	29	32	237	350	480	26	589	51	55	252
ENSG00000197961	85	126	166	97	1193	1432	548	326	1789	740	825	4028
ENSG00000197965	1872	3047	4015	2714	18637	35204	2276	1646	5474	1529	1879	7982
ENSG00000197969	208	344	408	286	2327	2797	1363	1148	3198	1866	1672	10740
ENSG00000197971	108	403	306	191	772	2264	881	1904	5089	1960	2101	7311
ENSG00000197976	544	914	876	595	5875	5494	1638	1272	5452	1996	2190	12379
ENSG00000197977	20	28	46	35	105	75	7	22	242	65	52	283
ENSG00000197978	2	8	11	10	122	192	47	33	246	107	99	594
ENSG00000197980	2	11	4	4	45	25	6	10	59	16	12	104
ENSG00000197982	592	660	651	469	4527	3519	906	963	5715	900	1052	2983
ENSG00000197989	83	165	178	91	1015	1211	309	210	693	485	735	2513
ENSG00000197993	0	1	2	0	5	2	2	8	18	14	5	66
ENSG00000198000	292	461	591	366	2727	3155	832	590	1782	1055	1154	4618
ENSG00000198001	186	302	298	171	1768	1828	360	427	840	643	642	3099
ENSG00000198003	7	3	4	2	55	37	13	43	336	64	56	273
ENSG00000198010	0	0	0	0	0	6	9	3	65	11	9	85
ENSG00000198015	254	380	408	269	2427	2465	727	474	3091	611	696	2949
ENSG00000198018	185	284	241	213	1732	1966	401	148	765	155	174	1077
ENSG00000198019	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000198026	264	463	450	338	2329	1987	603	675	2060	1140	1189	6084
ENSG00000198028	2	4	1	3	23	8	1	6	10	24	23	89
ENSG00000198033	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000198034	6295	11669	8150	5524	60988	36687	7880	8005	39092	6532	8545	25274
ENSG00000198039	26	43	34	21	237	493	34	74	293	284	263	852
ENSG00000198040	214	350	293	197	1671	2301	1320	1272	3056	2437	2713	11897
ENSG00000198042	158	240	340	207	1376	1395	229	94	851	201	260	890
ENSG00000198046	62	171	160	106	671	1042	414	245	0	546	579	3023
ENSG00000198049	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000198053	1263	2124	3161	2310	10628	12133	502	1257	7869	692	890	3032
ENSG00000198054	0	0	1	0	1	0	2	3	8	1	0	17
ENSG00000198055	230	415	448	319	1971	1727	392	335	1646	351	375	1429
ENSG00000198056	9	28	40	29	133	182	20	32	138	73	56	250
ENSG00000198060	347	556	598	385	3104	3078	1007	882	4572	875	986	3611
ENSG00000198062	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000198064	1	0	0	0	5	21	2	1	13	20	10	67
ENSG00000198074	0	0	0	0	8	24	1	0	37	0	0	0
ENSG00000198075	0	0	0	1	0	0	41	200	1165	200	243	1007
ENSG00000198077	0	0	1	0	0	0	1	0	5	0	0	0
ENSG00000198081	98	168	236	141	992	1113	273	341	1626	335	380	1722
ENSG00000198087	242	288	427	287	2010	1714	1109	627	2237	845	927	3534
ENSG00000198088	0	0	0	0	0	0	12	25	112	54	60	149
ENSG00000198089	101	181	203	151	895	1377	340	478	1684	835	880	4124
ENSG00000198092	0	0	0	0	0	0	1	0	4	0	0	0
ENSG00000198093	43	86	59	56	328	352	286	272	1165	253	275	991
ENSG00000198099	0	2	3	1	11	12	1	0	0	0	0	5
ENSG00000198105	123	186	192	113	1167	1513	456	464	678	69	92	137
ENSG00000198106	0	0	0	1	0	3	2	1	0	0	0	2
ENSG00000198108	79	92	59	38	515	306	38	54	332	44	64	310
ENSG00000198113	85	182	111	81	776	441	552	514	979	608	579	2911
ENSG00000198121	1017	1745	1195	828	7423	4124	28	96	585	78	93	275
ENSG00000198125	0	1	0	2	4	0	0	0	16	0	0	0
ENSG00000198130	135	171	183	114	1270	1499	566	769	3857	761	976	2992
ENSG00000198131	96	122	148	118	843	927	404	382	1722	561	619	2383
ENSG00000198133	18	37	29	13	131	115	107	629	6517	170	173	462
ENSG00000198134	0	0	0	0	35	28	3	2	51	2	1	49
ENSG00000198142	328	462	551	391	2502	1535	192	274	1699	213	213	720
ENSG00000198146	274	295	363	234	2573	2464	523	474	2938	427	475	3009
ENSG00000198153	0	0	1	1	4	0	0	0	0	0	0	0
ENSG00000198155	10	20	12	6	71	27	8	8	110	25	23	178
ENSG00000198156	1	0	0	0	3	0	4	2	13	5	8	30
ENSG00000198157	16	22	33	22	191	175	125	151	1183	166	182	773
ENSG00000198160	381	551	665	447	3416	3496	952	706	3232	797	922	3919
ENSG00000198162	565	1009	1379	1018	4770	5004	1014	1771	5256	1610	1812	8057
ENSG00000198168	30	35	53	27	235	369	343	353	2423	355	410	1325
ENSG00000198169	222	424	386	267	2560	2131	792	606	1561	930	998	6231
ENSG00000198171	434	713	769	525	3902	6229	1209	1812	7145	1450	1774	6157
ENSG00000198173	0	0	0	0	0	0	0	0	3	1	0	0
ENSG00000198176	862	1394	1830	1230	8799	7880	931	836	3720	1034	1087	4766
ENSG00000198182	33	71	71	49	372	326	150	219	658	309	315	949
ENSG00000198183	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000198185	38	57	38	24	520	358	330	508	1754	1245	1383	6090
ENSG00000198189	195	296	326	221	1495	1568	94	617	1643	553	729	1788
ENSG00000198198	327	770	485	402	3564	3386	887	1112	3682	1535	1357	9263
ENSG00000198203	2	1	0	1	5	0	17	1535	3012	3557	3289	12299
ENSG00000198205	24	49	52	25	220	226	70	67	410	0	0	1
ENSG00000198208	4	10	8	4	34	36	50	12	753	85	90	575
ENSG00000198216	0	0	0	0	2	6	10	4	282	2	3	33
ENSG00000198218	567	1025	1098	792	5633	5490	1367	1366	5916	1656	1660	8205
ENSG00000198221	2	2	3	0	6	4	26	99	188	391	343	2306
ENSG00000198223	1	0	0	0	12	0	23	32	60	99	112	404
ENSG00000198225	6	1	6	5	25	26	2	1	9	6	2	14
ENSG00000198231	1289	2288	2454	1667	13049	11217	2685	2099	10336	3394	3809	17713
ENSG00000198237	0	1	1	0	10	0	3	2	24	1	0	5
ENSG00000198242	103	172	182	125	1050	957	257	189	884	307	385	991
ENSG00000198246	69	125	102	101	570	580	110	175	396	102	113	302
ENSG00000198252	242	265	367	279	2177	1533	310	208	1254	272	292	1272
ENSG00000198258	676	867	1013	687	7303	6623	1585	1113	9904	1026	1347	3808
ENSG00000198265	370	457	408	278	4248	3765	979	762	4447	1203	1214	8462
ENSG00000198270	32	65	59	34	273	378	84	188	884	180	167	845
ENSG00000198276	212	476	466	341	2450	2902	543	732	2434	1657	1793	5993
ENSG00000198286	0	0	0	0	6	26	4	0	17	11	22	16
ENSG00000198298	8	19	13	13	87	131	37	26	101	66	61	312
ENSG00000198300	3	3	0	2	33	23	0	0	0	0	0	0
ENSG00000198301	201	335	377	259	1826	1754	531	350	1496	401	472	1921
ENSG00000198312	0	0	0	0	0	1	0	0	8	1	1	3
ENSG00000198315	305	550	489	340	2737	2693	1039	989	4147	1398	1317	8477
ENSG00000198324	164	296	254	234	1258	1583	340	250	984	250	283	1053
ENSG00000198326	0	0	1	0	4	0	0	0	31	0	0	3
ENSG00000198331	53	76	81	90	486	312	71	56	311	106	99	334
ENSG00000198336	3	4	1	1	12	5	2	1	63	2	3	8
ENSG00000198342	10	29	15	13	169	113	28	64	121	59	50	311
ENSG00000198346	24	55	29	22	195	236	99	112	333	103	142	611
ENSG00000198353	299	625	257	155	3679	1749	0	0	8	0	0	0
ENSG00000198354	1	0	0	0	6	0	67	71	60	57	41	348
ENSG00000198355	203	389	440	388	1988	2147	472	1283	6449	1412	1570	5435
ENSG00000198356	620	884	996	715	4999	5351	1414	1054	5713	939	1053	3086
ENSG00000198358	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000198363	2306	2954	4269	2743	19825	17768	1946	2340	14767	1625	1945	8008
ENSG00000198369	583	862	1008	717	5246	4699	660	250	2942	568	561	1669
ENSG00000198373	433	693	730	534	3331	3304	927	1454	4524	1324	1321	5451
ENSG00000198380	1020	1430	1967	1387	9997	8781	1609	1041	7281	1191	1227	5167
ENSG00000198382	160	309	325	246	1439	1813	290	800	3248	1239	1450	2882
ENSG00000198384	0	0	0	0	1	0	0	1	1	0	0	3
ENSG00000198393	44	108	139	72	624	985	324	185	1118	492	473	2455
ENSG00000198399	237	344	422	263	2319	1944	953	865	4230	1261	1275	5834
ENSG00000198400	11	25	3	3	67	16	0	9	120	1	2	11
ENSG00000198406	2	1	10	6	36	38	1	2	20	3	4	14
ENSG00000198408	1117	1746	1901	1277	13127	13247	3763	3911	14016	5817	6043	29625
ENSG00000198414	0	0	0	0	0	0	0	0	1	0	0	3
ENSG00000198416	1	3	4	5	23	14	13	17	48	12	16	70
ENSG00000198417	9	5	15	3	112	21	314	178	5287	79	93	395
ENSG00000198420	284	443	631	441	2730	2099	385	285	1464	316	418	1825
ENSG00000198429	16	42	30	28	190	259	145	50	152	158	191	583
ENSG00000198431	3549	8132	9685	6367	29960	35901	1978	1784	14757	2191	2476	7906
ENSG00000198435	1	4	0	1	6	0	17	29	173	55	42	143
ENSG00000198440	39	59	81	38	289	479	156	81	419	88	113	550
ENSG00000198445	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000198453	88	153	168	99	981	1127	227	252	933	292	296	1314
ENSG00000198454	0	0	0	0	0	3	0	1	13	2	2	21
ENSG00000198455	81	126	134	87	591	600	177	241	1012	165	209	837
ENSG00000198464	110	144	146	121	830	1075	413	294	1112	383	396	1490
ENSG00000198466	98	177	129	98	1217	961	245	248	1107	617	467	4237
ENSG00000198467	16009	17915	17613	11988	142258	77212	18327	5889	12686	13911	16785	71564
ENSG00000198468	16	12	9	3	151	74	24	24	147	32	28	174
ENSG00000198478	21	35	23	21	239	208	395	429	3350	430	436	1614
ENSG00000198482	18	54	54	37	339	437	82	91	625	205	159	1152
ENSG00000198483	66	113	98	70	636	685	3	5	292	5	7	17
ENSG00000198488	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000198491	0	1	0	0	5	0	13	0	5	0	0	0
ENSG00000198492	453	699	834	590	4438	3985	1304	1040	5106	1090	1240	4783
ENSG00000198496	40	51	71	48	479	790	63	49	302	119	149	884
ENSG00000198498	172	221	283	168	1394	1328	236	99	851	160	175	831
ENSG00000198502	0	0	2	2	0	10	1	6	2607	1	1	9
ENSG00000198513	131	207	148	125	1237	645	82	57	520	22	30	226
ENSG00000198515	0	0	0	0	0	0	6	10	33	10	7	43
ENSG00000198517	416	1418	1419	1049	5358	6172	998	913	2718	1693	1556	8835
ENSG00000198520	13	26	21	13	136	97	56	211	414	283	359	1586
ENSG00000198521	47	64	77	42	363	400	292	423	1337	496	474	2946
ENSG00000198522	157	265	310	242	1359	1547	445	236	1452	296	337	1154
ENSG00000198523	1	0	6	1	9	85	0	0	11	0	1	0
ENSG00000198526	3	3	1	1	8	8	0	0	0	0	0	1
ENSG00000198535	0	0	1	0	0	4	8	1	10	0	0	0
ENSG00000198538	76	89	126	95	661	855	229	263	1039	317	351	1429
ENSG00000198542	2788	5152	4144	3154	26686	30758	27	7	18	2	0	7
ENSG00000198546	35	65	78	82	365	431	99	100	523	156	166	618
ENSG00000198547	1	0	0	0	2	9	5	9	90	90	107	217
ENSG00000198551	73	92	108	53	493	682	362	377	830	320	359	1423
